Address,Total_Amount
0x60e6a84b900700ec8e1848a03676b7721e8ac33d,0.49254077477974123
0x61a81ad68e097b0b5bfa9f56868c46aa75406b42,0.49089242012055667
0xa8c9ab26069623322bc79972b0e02dc77fa10f63,0.4832563015261995
0xf69f29a2af99eb5bd178b77283b6e5df974fa557,0.4731124665727229
0x3a65465d4463b3c8da17f0db62b0e08f0bb543e2,0.45685953334574597
0x8fe653787a38a11c5e65d7957925571e6926db32,0.45366916790984996
0x04e57f72319d531b87523306258adfbd353f0c3a,0.4441850247673054
0x9028e521300504aa7930bee91183bd0f0f31a72b,0.4387567879038511
0xcd3673734399e9d1f6bc7bf3a18b2a7d2f8aefd2,0.435
0xe8240c842e4365b182122c0ae460e094fbfe9d9d,0.42
0xa48c44b9516281e6012fe2c22816af4f58e47d12,0.40718024364736616
0xc0bda21e43de81ecdf525f04b20d6dcd09c1235a,0.4039366413910887
0x5535c48511faa34bc3666f385b9b3ab93a65f845,0.4014362632105096
0x9ea243af9be118d3543f7d03de5cfd0f6e13d848,0.40006775683039586
0xacf2d88b01da54603f20e44ce5d96c445b3ce259,0.3947630808603584
0x4b7c25e6d97d44f88afe170ca909454e2edda428,0.3947296798324272
0x00e3fda79dd9a8858eed392922c41f59ea947bfd,0.39452858829701465
0x8693003c7a415d2dc1561440446363dc2aafe11e,0.3944949544376153
0x16dc580a60e56fbb639f0d369ddf2307881a7ef1,0.3944949544376153
0x0c6f8e11428e7fc62d53d6d64ec988b8cf424ee0,0.3944949544376153
0x3ba245904a63bebfd6102dff59f48e78eb9fa3af,0.3944
0x61bfaba641d8742f7e4b89649032a7d1135ea783,0.3939901265487522
0x8762b567342b2cbf87ac6517bc75aaa84c54af26,0.3894153122988842
0x5ecdd676da89c833e0d8ba8f5f4210edf6ce4b19,0.384894815412688
0x33e6f0fd55bb4affb87e5a38a8df1d4ccfe7968b,0.36117780197868954
0x28e5d92148aa12b0fccd268ff643be86bbb5265e,0.36
0xf88eade6a90e32c869bd12bcc0071dc42ab77529,0.3552253628736202
0x229a01c697993c28782ff6647271cba21d5f396f,0.34518333785599986
0xe2a61bdb820f7db5c2453067fde0d93a86f033e9,0.345
0xa534eeea097d3cfabbc155badaa7e09aee07e343,0.341384
0x135af87eff1d773e3aef90a7c1c971872b75452b,0.34018925577588777
0xfbf6ff8896e9abbb58cc3af3c7e370cfb28309d4,0.33560668172407243
0xc4c11e606ea48045b85a68f91b92a22985fc8bce,0.3353
0xe970d0909e131ec199574eef63a65f8834b6cdb6,0.331
0x2afc2f15c72942e19022ca98d8e0d1a994d8789a,0.3292462495719083
0x89f0b62608fad0f4190ca85576dbe4bc928fdadf,0.326
0x23fcf8d02b1b515ca40ec908463626c1759c2756,0.32579375335395494
0xc9d1708bee78944f5c45e301405c1d34ca866fa6,0.3256232493008185
0xbdb3baf4a062528029fb068b09f6d7772c9bf9c1,0.32562297045225985
0x146f201b2b1a4f718ac443007fb1f8e8708e1820,0.325
0xd1799e78b899a4f5a5aa8c5d3935802d61fda657,0.323
0x8fab3b627303ea91a9a02ac7b99624e7790cbcdb,0.318414624353212
0xbca35347207aef8024dcf1e518dd75543523467e,0.3157558781098846
0x3708f474253db59b8e337a700b482eaa3de590bf,0.31538167156852537
0xfa8349a8529e4ad1dbfc2bd039c4262d3bd70643,0.3151920155595765
0x370c620d51d72f0db761b6fcd0a006fd85784565,0.315
0xb6e80081610f99757cc910fb31b0a3311f6c3a1c,0.3099976925852783
0xd2f2c20c926fec333287a46b56417d9835bfff4d,0.3082190824855108
0xc1b081b0608cdc001024bdb8be9af4da65474092,0.30703594081998525
0x01788e63e54d738f0dac036de1392284d467897f,0.3070359312775264
0x8a7cd852dfee6a5c05a8f049a17a14361f8e5ea7,0.3060486844816995
0xb393f3777f6c9715aa5746e540497704286c2873,0.3058885069189507
0x3e5bac58277ae1336126003de81031c13c3ac8c8,0.30573357623294545
0x79f91e61466426e50499b9bd56e46ac2f9df78e6,0.3055550505800464
0x620ccf72bf4a7d444030320adbbc6ccd9488e686,0.30535759973447957
0xe73ff3bb55e5b407eebd10930c80449101a9f488,0.3052588743546753
0xaa7ce71fd8ddffda746af77ba54ccd96b52dfe92,0.3050614310903121
0xd3819bd2023035a540a216a1863f14e7ab0274da,0.30358054289800346
0x111dd7ff6c6f8b984001dd37a4b1c77b09a62ef4,0.303227
0xe171822630c5e2c4cb3c0c6b9a3c09f7a54b1f3c,0.30194155844257714
0xbd8124b43fe530d006ec2c57332c62c636916b84,0.3008282032044894
0xa50f90c394f4160a3810fb504210422e905cf3e7,0.3008
0x6114a535eab974199cc5c750f1fd4bd05927b42c,0.30022795971902744
0x6456de7e29cf4740265c65629b573ca1d20dacb4,0.3
0x02ab1b7218187a8afd605e4cb2770cec95f498dd,0.299241
0x682c72e317cf93a36ace26d52f9eb9c41712e56c,0.29607293493283693
0xdab8b3163187669079e6234b95311629d509972f,0.29602135257466594
0xadcfed47357760f9aa028b21245834ad77c259c6,0.29602089705249807
0x70c307532eaaffd87d14ff8aa1a1c80665cad5b9,0.29599315687892663
0x45271f0b3fdd6c668437f72ea22c2c989d9e712b,0.29596765757386906
0x2f04db9d7a81832be0c05b816abf20f3ed51fe0d,0.29596765519609797
0xd78af21eba5ddba4bdaa00618f25057eb95e0949,0.2958712137640174
0x6a20b9a3e284657abc8da34465fe6f34aefd6b3d,0.295842438452156
0x873946b31bf2baa6b5af87bb2414c747a75949b4,0.2957410627289717
0x4b4d0191e6db749f73c404f8747edc8dcfbc2eba,0.2956949451783619
0xf817658de4cb6c5eb9806793f68e90b8326e692d,0.2956703170954925
0xa76135b212926eb6ed70908faa2ff7d7b9be724b,0.2956703125573118
0xc10d57f72af5560749aabcced00f3184770a382e,0.2913903797919279
0x8965b23095cabe10175d3bff168778a2825d4f7c,0.28975691075358273
0xc41bed66b77506263a13901d638fd52ce115f00b,0.2871402557624473
0xf6e191529e3d6a2870e43f2b3aa6b3a0fc640ca6,0.28615352650676956
0x72f6c4c654ed8f5983b10385dfc956b3c19128f0,0.28588302727677406
0x201bacc0168c2037629467a81dce765139a74f28,0.28581464011148006
0xcf5f1cb5dd780b2ba9f7c8db4ef294b11d809a87,0.28581463985897615
0x94dfbe8d0bc7f8f2ccad569cd1306f1ef938a221,0.28568021670508487
0x00640dec292529b58709a90a31c2016eb987c1cb,0.28136738131483585
0xa9f0300de6379f39d9d64aeee09381d15e280bea,0.2810258750599523
0xf07b7e9985b534c376c6b7246c57f79f24591de0,0.2763
0x5a3a80008366a118bf85b71cdc7f9fd3553e0616,0.27614645669737375
0x6a837af0965301d8c00196cda8891ddca7d1a722,0.2759589628662566
0x5185e7ee6c5aeee26234b0f649c3661a7b162668,0.274173981266964
0x44ab5264a6e02ac9657d8e5ba0e0fe456297a2ea,0.27350764986619025
0x5cfeb65d589329304debc5c0017544aa4ed9cb5c,0.2717969643379732
0xabe8430e3f0beca32915da84e530f81a01379953,0.2716545245781419
0xf957068cd3e78ad60dfd7a8e06c8487cf2f2fa59,0.27123842435155543
0xa0e07d77bd1aef57f66ee6d5de74a932cb686795,0.27121526997063494
0xfa2982ba84f578e15aec495a03556c8e8a638fba,0.26805330297675006
0x2ebb03ef4a0b0ff6128704bd4d5e1f767fa9ac4c,0.267915
0xeeb92cd8d52a62f2a2fd0947a37c45acce8dcd05,0.262974
0xdd32231c664f6e3456e81ec6c27c6f429c7dc3b3,0.26030510030757764
0x24b4db131c61a7d48193572ef788fdca8bff2076,0.260202
0xd847b231fe5762594bac215fa0cf74b54d1b2b43,0.26
0x3a69de5e55cd6343620cb042bdf5b6b33e4ad13b,0.259233
0x577e8f4997990e3966b33f9ef1ade0f9a100101c,0.259178
0xbbf738b9fce96f384b75bcfe32c016f4fed958b8,0.257668891356649
0x284bfc4c1f8c5927ac2bdafff190241cdb0eedc8,0.25673178570440225
0x96cd69062ba6d741c0c5c4fe305ae3203016683d,0.25668599626190153
0x4f5f12f0890c9b19b6fe8d1f63a4097e5e9a9c0d,0.25666251160242903
0x98a9e5af9a69fb024d4226decb692b1f420777fc,0.25661936128248497
0x27681edf945f8cd3b72e97cf3b869bfa3da2eedd,0.25655165096428123
0x5b7e4d254eb68931b8bcf276e0dc79bc066e81d1,0.256421873945193
0x859ade3cb228d9e71188227cc2f8b2ed3981fc88,0.25639693952797765
0x356fbf298e69ec8a43bce120a6e81485df2bda39,0.2563969393141091
0xdb317a24f1e19cd6ed606566ce13d804ecf5782d,0.2563089109747623
0xbbf63b86212b33a55ce0c96dbebfbbfba3feb980,0.25630857109786337
0xa8ec567d5384070cf1b52a79690fe8407ad18698,0.25617
0xd121fdaa44eec0e218f4f2ddf98858612f55c948,0.2557443557593853
0xcb6934666ec9cd640ad2eebfabeeba92a81dc0c9,0.25563082381519325
0x42bf97c591dc8f94a207abfdfd0ec9e3068a862c,0.2547569258143684
0xc1e6bd9a9cc9ed70bb76e2ced3e191d0c61d9356,0.254334
0xcdccdbdfea1f2ca143c75649dfa2bab5650a5488,0.254037
0x55fc4ba7d15b0e6b7fa0133266948cb9b3065a1c,0.25376949586935144
0xac47c23722ace10f5ef58a82e1d356afb4c7e1bb,0.253194
0x09188896eeab0d71f6331d5ecca57ab5fbd265ff,0.2527820659243345
0xe361d5dca7a178e346ecc3425754d6ed78d8ac31,0.25271385757777626
0x46ca360f2b3ce1007adbbdc0fdfb43ad9e6a68d6,0.2522588385799564
0xdcff156699178ad2133bb6ca64cebc060d3b98a7,0.2520493328204212
0xbcb52aa646c759ca01dbca4a0c7d2602cbbacefd,0.25179463597931756
0xb61e9761521212c27ed90337bb74604afc0a4efe,0.25179463597931756
0xb3b5a3eb6305c8a8e9d9701d95fed01da86dd617,0.251748
0xfdbc47c224c364a27ca12f5b0b4bef13f526aa52,0.2517
0xe3de02c906ab0bd3856315ef2170ad9cf5081666,0.251684
0xe98d547b645fe6be6c5ab61d856d60fe35873357,0.251617749894928
0x0f88c296d692b59ab8fa7dac6e4382a9ce27df43,0.2514907175807999
0x2100fb666e69525d3a2365ed529b3ed36bc50a00,0.25137
0xaca9b4e5c90846006cf51aed521b36280c429fbe,0.251319769753198
0xd24e1e175992ef14a782c282e9320bc342ed7ee0,0.251183
0xa23951e7512928b33c9b57822b6834b4b4f35642,0.251
0x730dda29b26b948f87cf45f8a936d577e4edc18a,0.25098564308725047
0xc657c5690df048a63426cdf072d8b735fc1fb477,0.250891
0xa19d5b9ec013204d72a1270c6ab286ff18e132a3,0.25089
0x867a5ea65b04a27b120142e80776ad76a0298da8,0.250791
0xac73f6f48b24a4773e8840406d961fa343021aee,0.2505044378253619
0x0f35e78e59694be8991aa7f03975ca8c93f6822e,0.2504148665673783
0x362b9c16bbc93ab4bba66bdcd68aef760a3b325f,0.250406
0x2a4afcd4175cb99fe94305a9b1c6d3dbe61f7c32,0.250392
0xbe2580cf8d9b5cd1eed15ca60d3e07175f2e909c,0.25028845068311023
0x6124268d39c7fc2cb858fea885c8b76fa1f8c61d,0.25028841972750276
0xb1522391f5e4fdaf0296b402cc583f93f05532c0,0.250267
0xacca9aeb162f5d7d28b48f5141f1ee71243dcb71,0.2502503201
0xdc7f990ec4d2f2470bdeafcabb9ae2c17cc11312,0.250114
0x6618a02880a16ba532e4019f52f9d02345d87ff1,0.2500984681707999
0x2625f453370dcb10cf430ed76962800412df29d9,0.2500713955889987
0x33fcc2092a3bec4fa4f7fe145b28cb47fc40afce,0.250067
0x4b2c27ff18ac6d1717c07f8137a095cdda3d7422,0.25
0x47db2e4886ad9cf8fd767edccbc3de5ed6bd21e3,0.25
0x4c1521d5ff5b3386fe1cc2f8607025c3a5cc30c1,0.2498197760892837
0xc49b70d2eec26ca91578cb2efef33baf3803f9b3,0.2498197760892837
