user,holdDuration,holdAvgBalance,holdLastBalance,holdWeight,pancakeWeight,finalWeight
0x9fbf1c50ce7ce2b6c98c5a0a145272612b4933c3,604800,0.990036261254487345,0.990036261254487345,6.930253828781411401,0,6.930253828781411052
0x52866fd157577897ce627022b9c19bd2e622fd7a,604800,0.932696795910000000,0.932696795910000000,6.528877571369999988,0,6.528877571369999799
0x824cd75db050a171bbfdb8067544bb009a866b87,604800,0.694546731123243600,0.694546731123243600,4.861827117862705187,0,4.861827117862705272
0xe5eae3770750dc9e9ea5fb1b1d81a0f9c6c3369c,604800,0.514108405126509863,0.514108405126509863,3.598758835885569026,0,3.598758835885568885
0x4839054db0269e73e8c76a3dfb14fc33d31a1356,604800,0.099334377179271666,0.099334377179271666,0.695340640254901648,0,0.695340640254901610
0x6a395a420ec9e0f3a6789d8cad1013d385287319,604800,0.093514380962653877,0.093514380962653877,0.654600666738577128,0,0.654600666738577086
0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,604800,0.077223991200000000,0.077223991200000000,0.540567938399999987,0,0.540567938399999948
0x10f5689074563d44b0b5d74bf3f5306fb5a10cd4,604800,0.007050188534339459,0.007050188534339459,0.049351319740376199,0,0.049351319740376202
0x532c7caf65974f813132c28ce80e6e10e5af26c4,604800,0.000100000000000000,0.000100000000000000,0.000699999999999988,0,0.000699999999999988
0x554c71774445f6a6f162e786ab32fc0dd2d26a3b,604800,0.000000846487829328,0.000000846487829328,0.000005925414805280,0,0.000005925414805280
0xf113e0e32a042eadb435658b68e54a1ebddcf68e,604800,0.000000690881446467,0.000000690881446467,0.000004836170125254,0,0.000004836170125254
0x8e24982724c950b29a387287574d5f2c1d52678c,604800,0.000000675269240749,0.000000675269240749,0.000004726884685228,0,0.000004726884685228
0x636c4804550ae37e25ec9da9632da69b2b68c44b,604800,0.000000585233341982,0.000000585233341982,0.000004096633393863,0,0.000004096633393863
0x77f72dd0ff45b3dd19a61efc2d45f366c47a1432,604800,0.000000323978854637,0.000000323978854637,0.000002267851982447,0,0.000002267851982447
0x358c3e7eaebde09692fb25751fd42831e9f1ec0b,604800,0.000000323978854637,0.000000323978854637,0.000002267851982446,0,0.000002267851982446
0xa24d5da26b126355e9b4f6bd67373715f6eab286,604800,0.000000195718312471,0.000000195718312471,0.000001370028187282,0,0.000001370028187282
0x12c4c3f286808ee4473920713e75ce29200b0c77,604800,0.000000107742316674,0.000000107742316674,0.000000754196216704,0,0.000000754196216704
0x3abcbf98e1bc0f03bb74b3bdab26de6accfca63d,604800,0.000000081606475308,0.000000081606475308,0.000000571245327142,0,0.000000571245327142
0xc442f283a3138ac790e811372fbc4f3e33762142,604800,0.000000009950733573,0.000000009950733573,0.000000069655134998,0,0.000000069655134998
0x9fe14f6aae1203afae80a43b87ca991297f5c4d1,604800,0.000000009950733573,0.000000009950733573,0.000000069655134998,0,0.000000069655134998
0x7e29ab45978079a29f725897fedc0db2a8275451,604800,0.000000006490142543,0.000000006490142543,0.000000045430997789,0,0.000000045430997789
0xa8510bd3b3890a44ca886c54224dcf0f0830dafe,604800,0.000000005233341982,0.000000005233341982,0.000000036633393861,0,0.000000036633393861
0x0f7e09ce5eb89c5923a4d4d24ec655d1e8c811c0,604800,0.000000004257781474,0.000000004257781474,0.000000029804470305,0,0.000000029804470305
0x8fdd5e0e91810ead4040536c1e535711476fa0f3,604800,0.000000002986307734,0.000000002986307734,0.000000020904154123,0,0.000000020904154123
0x513d17c1342b4fb3604b3513986b53cc058a6cb2,604800,0.000000001277589000,0.000000001277589000,0.000000008943122987,0,0.000000008943122987
0x90fa3155f5d5017a0e48a600cc7eb660b1ec8659,604800,0.000000000462641775,0.000000000462641775,0.000000003238492413,0,0.000000003238492413
0x3afed413acb44a48d4f43a78a030bbc66013cf60,604800,0.000000000000497658,0.000000000000497658,0.000000000003483594,0,0.000000000003483594
0x33f3184168de4a75a3f64a1dc86b73e4eb4c7a43,604800,0.000000000000000046,0.000000000000000046,0.000000000000000315,0,0.000000000000000315
0x6f3f9630caeeef4ea119c991506b20a5ee9fe4aa,604800,0.000000000000000002,0.000000000000000002,0.000000000000000007,0,0.000000000000000007
0x4e100f73a329277bc6203c83055677def6aa3a48,604800,0.000000000000000002,0.000000000000000002,0.000000000000000007,0,0.000000000000000007
