user,bera-wave
0x0000024BC043e565527f26318f7bb5DBae457a36,188.64372580000003
0x000140aC6B88109462a14e8A310CA858795E141F,30.188066200000005
0x0002cCCECB70fb936D6413ded3D628b13c5d314F,7.1104997999999995
0x000361cB0078b5567A59FDD4e395D89042D2Ba5E,16.7299173
0x000515C5A505A5b8912284a5A964e3bb4570ca81,8.618385600000002
0x00061809Cfcea35c50931CE31e46505975b54fEe,20.9575226
0x00076993122809055293D8210A60d8265a7E17F3,1.0774598000000002
0x000a9eB85bdCa2ad7E086B047Cf4884EF84065bC,58.8145814
0x000AbfE337d7EF2eE79a3E48b515a3849c21e78E,13.979089300000002
0x000bE6EA15efe5e7dE25314Bf6E818Cd5a64CB20,2.2338318000000004
0x000C10F4b7F8e38a8FBF46e2a4a5d83B2e20e7Ff,23.1806217
0x0015f91e93996d7E5979bF32391a8be59aadd606,0.4928576
0x001AEF8094d70668247333c646A8e8Ecfd619890,3.483075799999999
0x001b16EBD8Adf59a158B9C487B04155184bdCB54,4.5810294
0x001CcB4AEE11E54217dC4B02B7Bd252F5d420d1F,28.358205600000005
0x002748dB885D4CCfe3C7C92143f0805F4eBEEC01,37.3704681
0x0028Ac25937235ffBBE46b9B54c729fD4958EAcF,13.061495800000005
0x002A9a4A1c2a5bfB889833a1Af14eEC452bE86Da,6.619706
0x002cFE0602D4F886aee036c9C43627A9b4498B51,9.039287300000002
0x00354a5a0f129733A86Dc76D1419a2bb4d0160a5,112.9893569
0x003801EBdFAf38216c7892B5b41632940030A967,1.3265769
0x0038c9d58542A9eb58ddBB9b9454e0c39B5dfc2B,4.129444599999999
0x003C8AD154eeA1A66df2682C24B34969E611F697,11.2723302
0x004057e952a59EEa511A80520a40F467bDD536a0,0.47643130000000006
0x00409fC839a2Ec2e6d12305423d37Cd011279C09,18.204785499999996
0x00446F19566fD3B1291ce83e43Fef3Be8AE6753b,33.2298267
0x0046b2CC1BaD545d41Aa7168876665a90C518fA2,1.3868663
0x00489dDbF5aA399EE576c066a25cc908e038721f,111.6821223
0x004EB7FB83e11BCF3EE4f43aeb96a7Fa40340aDa,6.2116690000000006
0x0054521286e66C72E62DE8D2915bC044Efe283C4,10.158364000000002
0x006116f956A8e543612299E583dAD4315aEd9D24,12.369535400000002
0x006287D45BF627B81c3768C160E2f480d914D2d7,1.7593484999999989
0x006c77e68d2cE85db549BAC376b4C7283A332447,48.3726548
0x006e19101CAC0FA8740d6E39768e83b957c5C06C,11.7102061
